"date","Run","Interval","reqrate","rate","MB/sec","bytes/io","read%","resp","read_resp","write_resp","resp_max","resp_std","xfersize","threads","rdpct","rhpct","whpct","seekpct","lunsize","version","compratio","dedupratio","queue_depth","cpu_used","cpu_user","cpu_kernel","cpu_wait","cpu_idle"
"06:22:32.077","exchcurverun","1","999977.0000","3040.0000","23.7500","8192","53.4211","7.5876","13.7907","0.4734","150.6760","10.4922","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","23.2306","n/a","n/a","n/a","n/a","n/a"
"06:22:33.017","exchcurverun","2","999977.0000","3939.0000","30.7734","8192","53.2369","7.6338","13.8981","0.5024","94.9110","10.0471","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","30.4767","n/a","n/a","n/a","n/a","n/a"
"06:22:34.027","exchcurverun","3","999977.0000","3959.0000","30.9297","8192","54.9129","8.1329","14.4366","0.4555","150.8450","10.8305","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9332","n/a","n/a","n/a","n/a","n/a"
"06:22:35.011","exchcurverun","4","999977.0000","3983.0000","31.1172","8192","55.4858","8.0194","14.0871","0.4561","90.7240","10.1511","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9349","n/a","n/a","n/a","n/a","n/a"
"06:22:36.014","exchcurverun","5","999977.0000","3897.0000","30.4453","8192","55.7095","8.2017","14.3935","0.4135","93.2780","10.3817","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9708","n/a","n/a","n/a","n/a","n/a"
"06:22:37.014","exchcurverun","6","999977.0000","3583.0000","27.9922","8192","54.5632","8.8672","15.9123","0.4069","115.5910","12.0069","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9916","n/a","n/a","n/a","n/a","n/a"
"06:22:38.016","exchcurverun","7","999977.0000","2815.0000","21.9922","8192","53.6057","11.3195","20.7229","0.4544","160.2080","17.4598","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","32.0790","n/a","n/a","n/a","n/a","n/a"
"06:22:39.017","exchcurverun","8","999977.0000","2748.0000","21.4688","8192","54.9491","11.6079","20.7043","0.5129","208.0450","17.5684","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.8536","n/a","n/a","n/a","n/a","n/a"
"06:22:40.011","exchcurverun","9","999977.0000","2621.0000","20.4766","8192","54.3686","12.1362","21.9771","0.4111","271.0310","19.0802","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9554","n/a","n/a","n/a","n/a","n/a"
"06:22:41.015","exchcurverun","10","999977.0000","2770.0000","21.6406","8192","54.1155","11.5627","21.0317","0.3950","179.8920","18.6134","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9779","n/a","n/a","n/a","n/a","n/a"
"06:22:42.011","exchcurverun","11","999977.0000","2851.0000","22.2734","8192","53.6303","11.2636","20.6575","0.3988","168.6590","16.9732","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9654","n/a","n/a","n/a","n/a","n/a"
"06:22:43.010","exchcurverun","12","999977.0000","3050.0000","23.8281","8192","54.3607","10.5600","19.0932","0.3963","125.2440","14.9764","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9761","n/a","n/a","n/a","n/a","n/a"
"06:22:44.021","exchcurverun","13","999977.0000","2683.0000","20.9609","8192","55.3858","11.7038","20.7985","0.4133","207.9960","17.4630","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9765","n/a","n/a","n/a","n/a","n/a"
"06:22:45.000","exchcurverun","14","999977.0000","2700.0000","21.0938","8192","55.0000","12.0269","21.4157","0.5516","253.6760","18.4107","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9416","n/a","n/a","n/a","n/a","n/a"
"06:22:46.016","exchcurverun","15","999977.0000","2826.0000","22.0781","8192","56.0863","11.3240","19.7975","0.5017","176.1440","16.2684","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","32.0086","n/a","n/a","n/a","n/a","n/a"
"06:22:47.010","exchcurverun","16","999977.0000","3014.0000","23.5469","8192","53.4837","10.5856","19.4254","0.4217","193.8400","15.9716","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9603","n/a","n/a","n/a","n/a","n/a"
"06:22:48.033","exchcurverun","17","999977.0000","2738.0000","21.3906","8192","55.4419","11.7195","20.8311","0.3824","156.6490","17.0934","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9838","n/a","n/a","n/a","n/a","n/a"
"06:22:49.010","exchcurverun","18","999977.0000","2691.0000","21.0234","8192","55.1468","11.8470","21.0740","0.5025","179.6700","17.0806","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9417","n/a","n/a","n/a","n/a","n/a"
"06:22:50.010","exchcurverun","19","999977.0000","2824.0000","22.0625","8192","53.9660","11.2950","20.6138","0.3706","166.6080","17.3664","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9708","n/a","n/a","n/a","n/a","n/a"
"06:22:51.009","exchcurverun","20","999977.0000","3004.0000","23.4688","8192","55.9587","10.6413","18.6769","0.4314","188.1150","15.5810","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9700","n/a","n/a","n/a","n/a","n/a"
"06:22:52.013","exchcurverun","21","999977.0000","2974.0000","23.2344","8192","54.4721","10.8042","19.4612","0.4464","182.8500","16.1469","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9791","n/a","n/a","n/a","n/a","n/a"
"06:22:53.009","exchcurverun","22","999977.0000","2704.0000","21.1250","8192","55.9541","11.6716","20.5066","0.4480","187.2930","16.5575","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9860","n/a","n/a","n/a","n/a","n/a"
"06:22:54.008","exchcurverun","23","999977.0000","2615.0000","20.4297","8192","54.5315","12.2134","22.0894","0.3689","221.1970","18.7190","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9542","n/a","n/a","n/a","n/a","n/a"
"06:22:55.028","exchcurverun","24","999977.0000","2432.0000","19.0000","8192","54.8520","13.2869","23.9125","0.3775","167.1720","19.8884","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9903","n/a","n/a","n/a","n/a","n/a"
"06:22:56.009","exchcurverun","25","999977.0000","2417.0000","18.8828","8192","55.1924","13.2185","23.4335","0.6361","256.1860","21.7986","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9788","n/a","n/a","n/a","n/a","n/a"
"06:22:57.009","exchcurverun","26","999977.0000","2640.0000","20.6250","8192","54.6212","11.9829","21.5979","0.4095","174.3820","17.8416","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9713","n/a","n/a","n/a","n/a","n/a"
"06:22:58.010","exchcurverun","27","999977.0000","2570.0000","20.0781","8192","56.1089","12.4764","21.8886","0.4440","252.0200","18.9302","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9869","n/a","n/a","n/a","n/a","n/a"
"06:22:59.008","exchcurverun","28","999977.0000","2662.0000","20.7969","8192","54.8084","12.1493","21.8427","0.3930","154.8710","18.3596","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9904","n/a","n/a","n/a","n/a","n/a"
"06:23:00.009","exchcurverun","29","999977.0000","2994.0000","23.3906","8192","52.9726","10.5393","19.5844","0.3508","160.0370","15.8628","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9654","n/a","n/a","n/a","n/a","n/a"
"06:23:01.007","exchcurverun","30","999977.0000","2396.0000","18.7188","8192","54.9666","13.3918","24.0247","0.4136","250.3450","22.4841","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9750","n/a","n/a","n/a","n/a","n/a"
"06:23:02.023","exchcurverun","31","999977.0000","2730.0000","21.3281","8192","54.5421","11.6441","21.0267","0.3865","224.0040","17.7757","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9791","n/a","n/a","n/a","n/a","n/a"
"06:23:03.000","exchcurverun","32","999977.0000","2583.0000","20.1797","8192","54.8587","12.5766","22.5474","0.4594","182.8470","19.1040","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9611","n/a","n/a","n/a","n/a","n/a"
"06:23:04.000","exchcurverun","33","999977.0000","2459.0000","19.2109","8192","56.1610","12.9393","22.7622","0.3554","254.1350","19.5871","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9936","n/a","n/a","n/a","n/a","n/a"
"06:23:05.014","exchcurverun","34","999977.0000","2534.0000","19.7969","8192","56.5904","12.6525","22.0085","0.4558","212.6250","18.0173","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","32.0946","n/a","n/a","n/a","n/a","n/a"
"06:23:06.013","exchcurverun","35","999977.0000","2470.0000","19.2969","8192","54.9393","12.8979","23.0758","0.4887","183.0790","20.1431","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9093","n/a","n/a","n/a","n/a","n/a"
"06:23:07.007","exchcurverun","36","999977.0000","2846.0000","22.2344","8192","55.6922","11.2800","19.8562","0.5003","134.5090","15.8503","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9520","n/a","n/a","n/a","n/a","n/a"
"06:23:08.008","exchcurverun","37","999977.0000","2633.0000","20.5703","8192","56.5135","12.0602","21.0124","0.4262","215.9690","17.8514","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9908","n/a","n/a","n/a","n/a","n/a"
"06:23:09.008","exchcurverun","38","999977.0000","2592.0000","20.2500","8192","54.1667","12.3339","22.3208","0.5312","182.4980","18.4854","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9740","n/a","n/a","n/a","n/a","n/a"
"06:23:10.012","exchcurverun","39","999977.0000","2656.0000","20.7500","8192","56.4383","12.1528","21.2501","0.3664","183.7280","18.1335","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9984","n/a","n/a","n/a","n/a","n/a"
"06:23:11.008","exchcurverun","40","999977.0000","2828.0000","22.0938","8192","54.7383","11.2940","20.3116","0.3883","174.6370","16.3626","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9650","n/a","n/a","n/a","n/a","n/a"
"06:23:12.007","exchcurverun","41","999977.0000","2351.0000","18.3672","8192","56.8694","13.4228","23.2931","0.4083","176.6260","19.4693","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9735","n/a","n/a","n/a","n/a","n/a"
"06:23:13.008","exchcurverun","42","999977.0000","2656.0000","20.7500","8192","55.0075","12.1575","21.8178","0.3468","186.7040","18.2793","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9967","n/a","n/a","n/a","n/a","n/a"
"06:23:14.007","exchcurverun","43","999977.0000","2547.0000","19.8984","8192","54.0636","12.5937","22.9720","0.3794","203.6430","19.6799","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9761","n/a","n/a","n/a","n/a","n/a"
"06:23:15.000","exchcurverun","44","999977.0000","2472.0000","19.3125","8192","54.8544","12.4353","22.3066","0.4410","262.3540","19.1623","8192","32.0000","55.0000","0.0000","0.0000","80.0000","8191.0000","n/a","n/a","n/a","31.9619","n/a","n/a","n/a","n/a","n/a"
