"date","Run","Interval","reqrate","rate","MB/sec","bytes/io","read%","resp","read_resp","write_resp","resp_max","resp_std","xfersize","threads","rdpct","rhpct","whpct","seekpct","lunsize","version","compratio","dedupratio","queue_depth","cpu_used","cpu_user","cpu_kernel","cpu_wait","cpu_idle"
"15:27:40.107","oltpcurverun","1","999977.0000","940.0000","7.3438","8192","67.5532","21.6085","31.8164","0.3561","327.2530","31.1429","8192","32.0000","70.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","21.8931","n/a","n/a","n/a","n/a","n/a"
"15:27:41.072","oltpcurverun","2","999977.0000","1298.0000","10.1406","8192","70.4160","25.2904","35.7025","0.5074","361.0600","34.8033","8192","32.0000","70.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","32.3406","n/a","n/a","n/a","n/a","n/a"
"15:27:42.032","oltpcurverun","3","999977.0000","1235.0000","9.6484","8192","68.9879","24.6643","35.4674","0.6325","211.9620","31.6901","8192","32.0000","70.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","30.5169","n/a","n/a","n/a","n/a","n/a"
"15:27:43.014","oltpcurverun","4","999977.0000","1323.0000","10.3359","8192","69.9924","24.1966","34.3701","0.4671","301.1730","33.1752","8192","32.0000","70.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9725","n/a","n/a","n/a","n/a","n/a"
"15:27:44.016","oltpcurverun","5","999977.0000","1295.0000","10.1172","8192","69.0347","24.8338","35.8095","0.3643","317.8580","33.2864","8192","32.0000","70.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9544","n/a","n/a","n/a","n/a","n/a"
"15:27:45.014","oltpcurverun","6","999977.0000","1174.0000","9.1719","8192","70.2726","26.3581","37.3534","0.3663","281.1030","35.1949","8192","32.0000","70.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","32.0042","n/a","n/a","n/a","n/a","n/a"
"15:27:46.014","oltpcurverun","7","999977.0000","998.0000","7.7969","8192","70.4409","32.6911","46.2234","0.4431","389.0520","47.4893","8192","32.0000","70.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","32.0046","n/a","n/a","n/a","n/a","n/a"
"15:27:47.012","oltpcurverun","8","999977.0000","986.0000","7.7031","8192","68.9655","31.8394","45.9793","0.4174","424.5890","45.3156","8192","32.0000","70.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9792","n/a","n/a","n/a","n/a","n/a"
"15:27:48.010","oltpcurverun","9","999977.0000","963.0000","7.5234","8192","68.9512","33.1411","47.9096","0.3441","417.2410","49.4144","8192","32.0000","70.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9613","n/a","n/a","n/a","n/a","n/a"
"15:27:49.011","oltpcurverun","10","999977.0000","954.0000","7.4531","8192","70.8595","34.7720","48.9297","0.3455","275.2340","43.1569","8192","32.0000","70.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","32.0288","n/a","n/a","n/a","n/a","n/a"
