"date","Run","Interval","reqrate","rate","MB/sec","bytes/io","read%","resp","read_resp","write_resp","resp_max","resp_std","xfersize","threads","rdpct","rhpct","whpct","seekpct","lunsize","version","compratio","dedupratio","queue_depth","cpu_used","cpu_user","cpu_kernel","cpu_wait","cpu_idle"
"07:46:25.101","lblkseqreadrun","1","999977.0000","692.0000","346.0000","524288","100.0000","43.4179","43.4179","0.0000","358.2990","35.6804","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","30.7429","n/a","n/a","n/a","n/a","n/a"
"07:46:26.031","lblkseqreadrun","2","999977.0000","684.0000","342.0000","524288","100.0000","43.4964","43.4964","0.0000","257.0870","33.0625","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","30.8347","n/a","n/a","n/a","n/a","n/a"
"07:46:27.025","lblkseqreadrun","3","999977.0000","762.0000","381.0000","524288","100.0000","42.6798","42.6798","0.0000","265.0690","29.8076","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","31.7365","n/a","n/a","n/a","n/a","n/a"
"07:46:28.050","lblkseqreadrun","4","999977.0000","745.0000","372.5000","524288","100.0000","43.1299","43.1299","0.0000","278.1400","31.2890","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","32.0132","n/a","n/a","n/a","n/a","n/a"
"07:46:29.019","lblkseqreadrun","5","999977.0000","803.0000","401.5000","524288","100.0000","39.3301","39.3301","0.0000","191.6980","27.7970","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","31.8354","n/a","n/a","n/a","n/a","n/a"
"07:46:30.015","lblkseqreadrun","6","999977.0000","1092.0000","546.0000","524288","100.0000","29.2007","29.2007","0.0000","194.8120","27.0997","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","31.8275","n/a","n/a","n/a","n/a","n/a"
"07:46:31.015","lblkseqreadrun","7","999977.0000","980.0000","490.0000","524288","100.0000","32.7801","32.7801","0.0000","209.6890","29.8065","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","32.1124","n/a","n/a","n/a","n/a","n/a"
"07:46:32.014","lblkseqreadrun","8","999977.0000","960.0000","480.0000","524288","100.0000","33.1938","33.1938","0.0000","191.4780","29.9097","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","31.8405","n/a","n/a","n/a","n/a","n/a"
"07:46:33.012","lblkseqreadrun","9","999977.0000","927.0000","463.5000","524288","100.0000","34.2870","34.2870","0.0000","287.5520","35.5513","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","32.0722","n/a","n/a","n/a","n/a","n/a"
"07:46:34.016","lblkseqreadrun","10","999977.0000","867.0000","433.5000","524288","100.0000","37.4666","37.4666","0.0000","313.3610","39.8898","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","31.8796","n/a","n/a","n/a","n/a","n/a"
"07:46:35.000","lblkseqreadrun","11","999977.0000","954.0000","477.0000","524288","100.0000","32.2425","32.2425","0.0000","247.5510","30.4629","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","31.9878","n/a","n/a","n/a","n/a","n/a"
"07:46:36.011","lblkseqreadrun","12","999977.0000","759.0000","379.5000","524288","100.0000","42.7177","42.7177","0.0000","362.7270","46.7890","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","32.0254","n/a","n/a","n/a","n/a","n/a"
"07:46:37.013","lblkseqreadrun","13","999977.0000","892.0000","446.0000","524288","100.0000","35.1718","35.1718","0.0000","347.3380","41.1156","524288","32.0000","100.0000","0.0000","0.0000","0.0000","6143.0000","n/a","n/a","n/a","31.9950","n/a","n/a","n/a","n/a","n/a"
