"date","Run","Interval","reqrate","rate","MB/sec","bytes/io","read%","resp","read_resp","write_resp","resp_max","resp_std","xfersize","threads","rdpct","rhpct","whpct","seekpct","lunsize","version","compratio","dedupratio","queue_depth","cpu_used","cpu_user","cpu_kernel","cpu_wait","cpu_idle"
"15:49:59.077","sqlrun","1","999977.0000","994.0000","62.1250","65536","64.3863","22.5991","34.8039","0.5338","188.6850","29.2155","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","23.7141","n/a","n/a","n/a","n/a","n/a"
"15:50:00.021","sqlrun","2","999977.0000","1205.0000","75.3125","65536","66.4730","25.3575","37.6004","1.0837","247.1760","34.2501","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.1360","n/a","n/a","n/a","n/a","n/a"
"15:50:01.032","sqlrun","3","999977.0000","1284.0000","80.2500","65536","65.4206","25.2250","38.2883","0.5108","386.3960","35.3692","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.7705","n/a","n/a","n/a","n/a","n/a"
"15:50:02.023","sqlrun","4","999977.0000","1290.0000","80.6250","65536","65.6589","25.2199","38.1187","0.5578","260.6730","32.4834","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","32.2382","n/a","n/a","n/a","n/a","n/a"
"15:50:03.014","sqlrun","5","999977.0000","1231.0000","76.9375","65536","65.7189","25.3506","38.2962","0.5331","304.8920","33.5453","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.7092","n/a","n/a","n/a","n/a","n/a"
"15:50:04.016","sqlrun","6","999977.0000","1136.0000","71.0000","65536","66.5493","27.6448","41.2727","0.5325","315.9010","37.6080","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9949","n/a","n/a","n/a","n/a","n/a"
"15:50:05.012","sqlrun","7","999977.0000","962.0000","60.1250","65536","67.0478","33.5141","49.7203","0.5394","372.0120","47.3308","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","32.0135","n/a","n/a","n/a","n/a","n/a"
"15:50:06.015","sqlrun","8","999977.0000","917.0000","57.3125","65536","64.2312","34.8428","53.9540","0.5241","372.0030","49.8499","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","32.0785","n/a","n/a","n/a","n/a","n/a"
"15:50:07.009","sqlrun","9","999977.0000","891.0000","55.6875","65536","65.0954","36.1979","55.3283","0.5207","500.5350","55.9349","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.8664","n/a","n/a","n/a","n/a","n/a"
"15:50:08.015","sqlrun","10","999977.0000","896.0000","56.0000","65536","65.8482","34.4568","52.0575","0.5207","562.5870","54.3705","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9939","n/a","n/a","n/a","n/a","n/a"
"15:50:09.009","sqlrun","11","999977.0000","878.0000","54.8750","65536","65.1481","37.4022","57.1409","0.5051","483.2160","53.5916","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9810","n/a","n/a","n/a","n/a","n/a"
"15:50:10.012","sqlrun","12","999977.0000","871.0000","54.4375","65536","65.9013","36.4158","54.9811","0.5354","472.1120","56.9890","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9987","n/a","n/a","n/a","n/a","n/a"
"15:50:11.011","sqlrun","13","999977.0000","866.0000","54.1250","65536","67.0901","37.1466","55.0999","0.5468","555.7400","58.8627","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9758","n/a","n/a","n/a","n/a","n/a"
"15:50:12.000","sqlrun","14","999977.0000","840.0000","52.5000","65536","66.3095","38.5240","57.8030","0.5791","461.4410","60.8759","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9904","n/a","n/a","n/a","n/a","n/a"
"15:50:13.009","sqlrun","15","999977.0000","850.0000","53.1250","65536","66.9412","37.2678","55.4170","0.5175","350.1610","53.3878","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","32.0360","n/a","n/a","n/a","n/a","n/a"
"15:50:14.009","sqlrun","16","999977.0000","894.0000","55.8750","65536","65.1007","36.1126","55.1944","0.5178","504.1880","56.1386","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9547","n/a","n/a","n/a","n/a","n/a"
"15:50:15.024","sqlrun","17","999977.0000","837.0000","52.3125","65536","64.9940","36.9294","56.5347","0.5292","535.3070","60.0998","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9952","n/a","n/a","n/a","n/a","n/a"
"15:50:16.008","sqlrun","18","999977.0000","874.0000","54.6250","65536","66.0183","37.7443","56.8936","0.5419","421.4620","55.8736","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","32.0019","n/a","n/a","n/a","n/a","n/a"
"15:50:17.010","sqlrun","19","999977.0000","848.0000","53.0000","65536","67.5708","37.4857","55.2122","0.5500","398.9610","56.1747","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9983","n/a","n/a","n/a","n/a","n/a"
"15:50:18.009","sqlrun","20","999977.0000","887.0000","55.4375","65536","65.9526","36.0589","54.4061","0.5188","424.3260","54.1739","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9640","n/a","n/a","n/a","n/a","n/a"
"15:50:19.012","sqlrun","21","999977.0000","871.0000","54.4375","65536","65.9013","37.0189","55.9045","0.5197","563.7620","61.0822","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9946","n/a","n/a","n/a","n/a","n/a"
"15:50:20.017","sqlrun","22","999977.0000","841.0000","52.5625","65536","68.3710","37.0482","53.9551","0.5012","508.9430","55.0545","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9905","n/a","n/a","n/a","n/a","n/a"
"15:50:21.010","sqlrun","23","999977.0000","857.0000","53.5625","65536","67.2112","37.7840","55.9724","0.5009","559.0980","58.1960","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","32.0013","n/a","n/a","n/a","n/a","n/a"
"15:50:22.007","sqlrun","24","999977.0000","845.0000","52.8125","65536","65.4438","37.7872","57.4796","0.4930","389.1550","57.6597","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9773","n/a","n/a","n/a","n/a","n/a"
"15:50:23.019","sqlrun","25","999977.0000","848.0000","53.0000","65536","66.1557","37.4191","56.3039","0.5049","414.2040","56.5958","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9805","n/a","n/a","n/a","n/a","n/a"
"15:50:24.000","sqlrun","26","999977.0000","877.0000","54.8125","65536","66.3626","37.2115","55.7984","0.5417","344.3430","53.2459","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","31.9787","n/a","n/a","n/a","n/a","n/a"
"15:50:25.007","sqlrun","27","999977.0000","861.0000","53.8125","65536","65.0407","37.0513","56.6844","0.5245","531.0220","57.8620","65536","32.0000","66.0000","0.0000","0.0000","100.0000","2147.0000","n/a","n/a","n/a","32.0073","n/a","n/a","n/a","n/a","n/a"
